Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute, by type), A, Current week","Hepatitis (viral, acute, by type), A, Current week, flag ","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), A, Cum 2017","Hepatitis (viral, acute, by type), A, Cum 2017, flag","Hepatitis (viral, acute, by type), A, Cum 2016","Hepatitis (viral, acute, by type), A, Cum 2016, flag","Hepatitis (viral, acute, by type), B, Current week","Hepatitis (viral, acute, by type), B, Current week, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), B, Cum 2017","Hepatitis (viral, acute, by type), B, Cum 2017, flag","Hepatitis (viral, acute, by type), B, Cum 2016","Hepatitis (viral, acute, by type), B, Cum 2016, flag",Location 1,Location 2
OKLAHOMA,2017,41,,-,0,,4,,7,,5,,,-,0,,15,,10,,13,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2017,41,,-,1,,3,,31,,52,,,-,0,,3,,20,,27,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSISSIPPI,2017,41,,-,0,,1,,2,,2,,,-,1,,3,,28,,23,,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2017,41,,-,0,,2,,1,,20,,,-,0,,2,,4,,6,,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2017,41,,-,0,,1,,5,,4,,,-,0,,3,,21,,16,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2017,41,,-,0,,1,,1,,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2017,41,,-,0,,2,,10,,15,,,-,4,,10,,161,,122,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2017,41,,-,0,,2,,7,,12,,,-,1,,3,,34,,39,,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2017,41,1,,10,,33,,570,,190,,,-,1,,8,,76,,101,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2017,41,,-,0,,2,,8,,5,,,-,0,,3,,18,,8,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2017,41,1,,0,,4,,27,,182,,,-,1,,5,,49,,44,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2017,41,,-,0,,1,,3,,1,,,-,0,,2,,8,,2,,"DELAWARE
(39.008676, -75.574561)",
S. ATLANTIC,2017,41,3,,8,,16,,318,,407,,,-,23,,33,,870,,952,,,
OREGON,2017,41,3,,0,,3,,24,,13,,1,,0,,2,,12,,12,,"OREGON
(44.567912, -120.156945)",
NEW HAMPSHIRE,2017,41,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2017,41,,-,0,,1,,4,,4,,1,,4,,9,,148,,157,,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2017,41,1,,1,,5,,36,,35,,,-,2,,7,,86,,81,,"GEORGIA
(32.836038, -83.631709)",
PACIFIC,2017,41,5,,11,,35,,613,,486,,1,,3,,47,,119,,118,,,
HAWAII,2017,41,,-,0,,4,,5,,282,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2017,41,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2017,41,,-,0,,5,,21,,43,,,-,3,,10,,100,,130,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK CITY,2017,41,4,,2,,6,,92,,35,,1,,1,,4,,38,,52,,,
NEW ENGLAND,2017,41,,-,1,,5,,49,,80,,2,,2,,6,,86,,71,,,
MARYLAND,2017,41,1,,0,,4,,22,,32,,,-,1,,2,,25,,23,,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2017,41,19,,43,,90,,2024,,1631,,12,,59,,146,,2377,,2457,,,
MINNESOTA,2017,41,,-,0,,2,,24,,11,,,-,0,,2,,11,,15,,"MINNESOTA
(46.357661, -94.793397)",
KENTUCKY,2017,41,1,,0,,3,,14,,6,,1,,4,,12,,174,,155,,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2017,41,,-,0,,2,,5,,7,,,-,0,,2,,7,,6,,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2017,41,,-,1,,4,,45,,63,,,-,1,,3,,29,,45,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2017,41,,-,0,,4,,11,,16,,,-,0,,4,,7,,23,,"SOUTH CAROLINA
(34.009286, -81.037094)",
W.N. CENTRAL,2017,44,,-,1,,3,,47,,63,,,-,2,,5,,76,,87,,,
WASHINGTON,2017,41,1,,0,,31,,14,,,-,,-,0,,45,,27,,,-,"WASHINGTON
(47.517368, -120.467672)",
AMER. SAMOA,2017,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
LOUISIANA,2017,41,,-,0,,1,,4,,10,,,-,0,,6,,40,,36,,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2017,41,,-,1,,7,,42,,18,,,-,0,,2,,12,,17,,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2017,41,,-,1,,5,,49,,27,,1,,0,,2,,19,,10,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2017,41,,-,0,,2,,6,,12,,,-,4,,13,,161,,223,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2017,41,1,,1,,6,,58,,44,,,-,0,,4,,21,,30,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2017,41,,-,4,,11,,191,,85,,,-,12,,19,,434,,426,,"FLORIDA
(28.915325, -81.922409)",
VIRGIN ISL.,2017,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALABAMA,2017,41,,-,0,,3,,12,,15,,,-,1,,5,,51,,48,,"ALABAMA
(32.839182, -86.631125)",
UTAH,2017,41,,-,0,,4,,42,,9,,,-,0,,2,,6,,4,,"UTAH
(39.359772, -111.584173)",
OHIO,2017,41,3,,0,,7,,33,,22,,4,,4,,18,,220,,235,,"OHIO
(40.056807, -82.405897)",
MOUNTAIN,2017,41,,-,3,,11,,159,,78,,1,,2,,4,,62,,56,,,
SOUTH DAKOTA,2017,41,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2017,41,,-,0,,1,,2,,4,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
E.S. CENTRAL,2017,41,1,,1,,4,,32,,27,,2,,11,,19,,401,,383,,,
MAINE,2017,41,,-,0,,1,,3,,4,,2,,1,,3,,59,,35,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2017,41,1,,1,,5,,47,,46,,,-,1,,4,,50,,34,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEVADA,2017,41,,-,0,,2,,10,,12,,,-,0,,3,,15,,17,,"NEVADA
(39.491833, -117.070159)",
W.N. CENTRAL,2017,41,,-,1,,3,,43,,62,,1,,2,,5,,76,,83,,,
W.S. CENTRAL,2017,41,,-,3,,9,,113,,135,,,-,4,,36,,160,,201,,,
MISSOURI,2017,41,,-,0,,1,,6,,13,,1,,1,,2,,27,,33,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,41,,-,0,,2,,9,,11,,,-,0,,1,,6,,7,,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2017,41,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2017,42,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
WYOMING,2017,42,,-,0,,3,,6,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
IDAHO,2017,42,,-,0,,2,,5,,7,,,-,0,,2,,7,,6,,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2017,42,,-,0,,3,,22,,44,,,-,2,,10,,106,,135,,"NORTH CAROLINA
(35.47995, -79.180571)",
C.N.M.I.,2017,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
W.N. CENTRAL,2017,42,,-,1,,3,,44,,63,,,-,2,,5,,77,,85,,,
MISSOURI,2017,42,,-,0,,1,,6,,13,,,-,1,,2,,27,,33,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2017,42,,-,0,,3,,12,,17,,,-,1,,5,,51,,49,,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2017,42,,-,0,,2,,12,,11,,,-,0,,1,,6,,7,,"CONNECTICUT
(41.544654, -72.651713)",
RHODE ISLAND,2017,42,,-,0,,1,,1,,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2017,42,,-,0,,1,,4,,11,,,-,0,,6,,40,,37,,"LOUISIANA
(31.2931, -92.463284)",
WISCONSIN,2017,42,,-,0,,2,,11,,5,,,-,0,,3,,18,,8,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2017,42,1,,2,,8,,96,,112,,1,,2,,17,,77,,116,,"TEXAS
(31.827233, -99.423022)",
MONTANA,2017,42,,-,0,,1,,3,,3,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
E.N. CENTRAL,2017,42,2,,9,,29,,487,,174,,1,,10,,27,,472,,440,,,
NEVADA,2017,42,,-,0,,2,,10,,12,,,-,0,,3,,15,,17,,"NEVADA
(39.491833, -117.070159)",
OHIO,2017,42,,-,0,,7,,33,,22,,1,,4,,18,,220,,237,,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2017,42,,-,0,,2,,6,,12,,,-,4,,13,,162,,227,,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2017,42,,-,0,,2,,25,,11,,,-,0,,2,,11,,17,,"MINNESOTA
(46.357661, -94.793397)",
ARKANSAS,2017,42,,-,0,,1,,7,,12,,,-,1,,3,,36,,39,,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2017,42,,-,1,,3,,34,,54,,,-,0,,3,,20,,28,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSISSIPPI,2017,42,,-,0,,1,,2,,2,,,-,1,,3,,29,,25,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MOUNTAIN,2017,42,2,,3,,11,,167,,78,,,-,2,,4,,63,,58,,,
AMER. SAMOA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ILLINOIS,2017,42,,-,1,,5,,53,,52,,,-,0,,2,,20,,32,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2017,42,,-,0,,1,,5,,4,,,-,0,,3,,22,,16,,"KANSAS
(38.345528, -98.201847)",
NEBRASKA,2017,42,,-,0,,1,,1,,20,,,-,0,,2,,4,,6,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2017,42,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2017,42,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2017,42,1,,1,,7,,43,,18,,,-,0,,2,,12,,18,,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2017,42,,-,4,,11,,200,,88,,,-,12,,19,,450,,432,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2017,42,,-,0,,4,,27,,183,,1,,1,,5,,52,,45,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2017,42,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2017,42,1,,1,,5,,49,,47,,1,,1,,4,,52,,36,,"PENNSYLVANIA
(40.789676, -77.858055)",
MID. ATLANTIC,2017,42,9,,5,,12,,255,,198,,2,,4,,11,,142,,166,,,
W.S. CENTRAL,2017,42,1,,3,,9,,114,,140,,2,,4,,36,,164,,206,,,
TENNESSEE,2017,42,,-,0,,1,,4,,5,,,-,4,,9,,153,,161,,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2017,42,20,,43,,92,,2137,,1674,,6,,59,,146,,2441,,2516,,,
KENTUCKY,2017,42,,-,0,,3,,15,,7,,,-,4,,12,,174,,162,,"KENTUCKY
(37.64591, -84.774043)",
S. ATLANTIC,2017,42,3,,8,,16,,333,,414,,1,,23,,33,,902,,968,,,
CALIFORNIA,2017,42,2,,10,,35,,605,,195,,,-,1,,8,,81,,105,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2017,42,5,,1,,6,,63,,44,,,-,0,,4,,21,,31,,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2017,42,3,,1,,5,,40,,35,,,-,2,,7,,89,,81,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2017,42,,-,0,,4,,7,,5,,1,,0,,15,,11,,14,,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2017,42,,-,1,,4,,33,,31,,,-,10,,19,,407,,397,,,
PACIFIC,2017,42,3,,11,,37,,649,,492,,,-,3,,47,,125,,122,,,
DELAWARE,2017,42,,-,0,,1,,3,,1,,,-,0,,2,,8,,2,,"DELAWARE
(39.008676, -75.574561)",
UTAH,2017,42,1,,0,,4,,50,,9,,,-,0,,2,,6,,4,,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2017,42,,-,0,,4,,11,,17,,,-,0,,4,,7,,23,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2017,42,,-,0,,1,,,-,1,,,-,0,,1,,4,,5,,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2017,42,,-,1,,5,,48,,27,,,-,0,,2,,20,,11,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2017,42,,-,0,,2,,13,,16,,,-,4,,10,,165,,126,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2017,42,,-,0,,1,,5,,283,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW YORK CITY,2017,42,3,,2,,6,,95,,40,,1,,1,,4,,39,,53,,,
MARYLAND,2017,42,,-,0,,4,,23,,33,,,-,1,,3,,28,,23,,"MARYLAND
(39.290443, -76.612333)",
NEW ENGLAND,2017,42,,-,2,,5,,55,,84,,,-,2,,6,,89,,74,,,
PUERTO RICO,2017,42,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2017,42,,-,0,,2,,6,,12,,,-,0,,2,,12,,9,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2017,42,,-,0,,31,,14,,,-,,-,0,,45,,27,,,-,"WASHINGTON
(47.517368, -120.467672)",
DIST. OF COL.,2017,42,,-,0,,3,,1,,1,,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MAINE,2017,42,,-,0,,1,,3,,5,,,-,1,,4,,62,,37,,"MAINE
(45.252223, -68.986647)",
GUAM,2017,42,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2017,42,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2017,42,1,,0,,3,,25,,13,,,-,0,,3,,13,,12,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2017,42,,-,1,,4,,48,,67,,,-,1,,3,,30,,46,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2017,42,2,,6,,26,,377,,79,,,-,1,,4,,49,,37,,"MICHIGAN
(44.66399, -84.711206)",
ILLINOIS,2017,43,,-,1,,5,,53,,53,,,-,0,,2,,20,,33,,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2017,43,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2017,43,,-,0,,1,,1,,20,,,-,0,,2,,4,,6,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2017,43,,-,0,,2,,26,,11,,,-,0,,2,,10,,18,,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2017,43,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
PACIFIC,2017,43,,-,11,,37,,650,,495,,,-,3,,47,,127,,124,,,
PENNSYLVANIA,2017,43,,-,1,,5,,49,,50,,,-,1,,4,,53,,36,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2017,43,,-,1,,7,,43,,18,,1,,0,,2,,13,,20,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2017,43,,-,0,,1,,4,,6,,,-,4,,9,,158,,165,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2017,43,1,,1,,6,,64,,45,,,-,0,,4,,21,,31,,"NEW YORK
(42.826892, -75.544286)",
E.S. CENTRAL,2017,43,,-,1,,3,,33,,32,,,-,10,,19,,415,,404,,,
UNITED STATES,2017,43,10,,43,,93,,2163,,1710,,8,,59,,146,,2472,,2569,,,
ALASKA,2017,43,,-,0,,1,,,-,1,,,-,0,,1,,4,,5,,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2017,43,,-,1,,3,,34,,57,,,-,0,,3,,20,,28,,"MASSACHUSETTS
(42.268546, -72.085064)",
KENTUCKY,2017,43,,-,0,,3,,15,,7,,,-,4,,12,,174,,163,,"KENTUCKY
(37.64591, -84.774043)",
S. ATLANTIC,2017,43,,-,8,,16,,334,,420,,2,,23,,33,,913,,996,,,
OREGON,2017,43,,-,0,,4,,26,,13,,,-,0,,3,,15,,13,,"OREGON
(44.567912, -120.156945)",
OHIO,2017,43,1,,0,,7,,34,,23,,2,,4,,18,,222,,241,,"OHIO
(40.056807, -82.405897)",
MAINE,2017,43,1,,0,,1,,4,,6,,1,,1,,4,,63,,37,,"MAINE
(45.252223, -68.986647)",
ALABAMA,2017,43,,-,0,,3,,12,,17,,,-,1,,5,,51,,51,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2017,43,,-,0,,2,,12,,7,,1,,0,,3,,19,,8,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2017,43,,-,10,,35,,605,,198,,,-,1,,8,,81,,106,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2017,43,,-,0,,4,,7,,9,,,-,0,,15,,11,,14,,"OKLAHOMA
(35.468494, -97.521264)",
AMER. SAMOA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
TEXAS,2017,43,2,,2,,8,,99,,115,,,-,2,,17,,78,,119,,"TEXAS
(31.827233, -99.423022)",
IOWA,2017,43,,-,0,,2,,6,,12,,,-,0,,2,,12,,9,,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2017,43,,-,0,,1,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW ENGLAND,2017,43,1,,1,,5,,57,,89,,1,,2,,6,,90,,74,,,
MISSOURI,2017,43,,-,0,,1,,7,,13,,,-,1,,2,,27,,34,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK CITY,2017,43,1,,2,,6,,96,,40,,1,,1,,4,,40,,54,,,
KANSAS,2017,43,,-,0,,1,,5,,4,,,-,0,,3,,22,,16,,"KANSAS
(38.345528, -98.201847)",
C.N.M.I.,2017,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,43,2,,1,,5,,50,,27,,,-,0,,2,,20,,11,,"ARIZONA
(34.869712, -111.760902)",
FLORIDA,2017,43,,-,4,,11,,200,,89,,,-,12,,19,,450,,451,,"FLORIDA
(28.915325, -81.922409)",
W.N. CENTRAL,2017,43,,-,1,,3,,46,,63,,,-,2,,5,,76,,87,,,
E.N. CENTRAL,2017,43,1,,9,,29,,490,,182,,3,,10,,27,,478,,447,,,
NEW MEXICO,2017,43,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2017,43,,-,0,,2,,12,,12,,,-,0,,1,,6,,7,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2017,43,,-,0,,2,,10,,12,,,-,0,,3,,15,,17,,"NEVADA
(39.491833, -117.070159)",
LOUISIANA,2017,43,,-,0,,1,,4,,12,,,-,0,,6,,40,,37,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2017,43,,-,0,,1,,3,,3,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2017,43,,-,0,,2,,14,,16,,,-,4,,10,,168,,127,,"INDIANA
(39.76845, -86.156212)",
W.S. CENTRAL,2017,43,2,,3,,9,,117,,148,,,-,4,,36,,165,,209,,,
RHODE ISLAND,2017,43,,-,0,,1,,1,,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MID. ATLANTIC,2017,43,2,,5,,13,,257,,203,,1,,4,,11,,144,,168,,,
SOUTH CAROLINA,2017,43,,-,0,,4,,11,,17,,,-,0,,4,,7,,24,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2017,43,,-,1,,5,,41,,35,,1,,2,,7,,91,,81,,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2017,43,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
ARKANSAS,2017,43,,-,0,,1,,7,,12,,,-,1,,3,,36,,39,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2017,43,,-,0,,3,,6,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2017,43,,-,0,,2,,6,,12,,,-,4,,13,,165,,231,,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2017,43,2,,0,,7,,60,,9,,,-,0,,2,,6,,4,,"UTAH
(39.359772, -111.584173)",
HAWAII,2017,43,,-,0,,1,,5,,283,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WASHINGTON,2017,43,,-,0,,31,,14,,,-,,-,0,,45,,27,,,-,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2017,43,,-,6,,26,,377,,83,,,-,1,,4,,49,,38,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2017,43,,-,0,,4,,23,,33,,,-,1,,3,,28,,24,,"MARYLAND
(39.290443, -76.612333)",
NORTH CAROLINA,2017,43,,-,0,,3,,22,,47,,,-,2,,10,,110,,137,,"NORTH CAROLINA
(35.47995, -79.180571)",
DIST. OF COL.,2017,43,,-,0,,3,,1,,1,,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGINIA,2017,43,,-,0,,4,,27,,185,,,-,1,,5,,53,,46,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2017,43,,-,0,,2,,5,,7,,,-,0,,2,,7,,6,,"IDAHO
(43.680635, -114.364237)",
VIRGIN ISL.,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2017,43,,-,1,,4,,48,,68,,,-,1,,3,,30,,47,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2017,43,,-,0,,1,,3,,1,,1,,0,,2,,9,,2,,"DELAWARE
(39.008676, -75.574561)",
MOUNTAIN,2017,43,4,,3,,11,,179,,78,,1,,2,,4,,64,,60,,,
SOUTH DAKOTA,2017,43,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2017,43,,-,0,,1,,2,,2,,,-,1,,3,,32,,25,,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2017,43,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2017,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
COLORADO,2017,44,1,,1,,7,,44,,19,,1,,0,,2,,14,,21,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2017,44,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2017,44,,-,0,,1,,7,,13,,,-,1,,2,,27,,34,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2017,44,,-,0,,1,,4,,6,,1,,1,,4,,65,,39,,"MAINE
(45.252223, -68.986647)",
NORTH CAROLINA,2017,44,,-,0,,2,,22,,48,,,-,3,,10,,115,,143,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK CITY,2017,44,7,,2,,6,,103,,41,,,-,1,,4,,40,,55,,,
CALIFORNIA,2017,44,1,,11,,38,,668,,201,,,-,1,,8,,84,,107,,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2017,44,,-,0,,1,,7,,12,,,-,1,,3,,36,,40,,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2017,44,6,,0,,7,,72,,9,,,-,0,,2,,10,,4,,"UTAH
(39.359772, -111.584173)",
ALABAMA,2017,44,,-,0,,3,,17,,18,,,-,1,,5,,51,,52,,"ALABAMA
(32.839182, -86.631125)",
W.S. CENTRAL,2017,44,1,,3,,9,,119,,151,,2,,4,,36,,168,,212,,,
KENTUCKY,2017,44,,-,0,,3,,15,,7,,,-,4,,12,,177,,167,,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2017,44,,-,0,,1,,4,,12,,,-,0,,6,,40,,37,,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2017,44,,-,1,,5,,53,,54,,,-,1,,4,,55,,38,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2017,44,,-,0,,4,,11,,17,,,-,0,,4,,7,,24,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2017,44,2,,1,,5,,44,,35,,1,,2,,7,,92,,83,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2017,44,,-,0,,2,,14,,16,,,-,4,,10,,169,,129,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2017,44,,-,0,,1,,1,,20,,,-,0,,2,,4,,6,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2017,44,,-,0,,7,,34,,27,,1,,4,,18,,222,,245,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2017,44,,-,4,,11,,203,,93,,,-,12,,19,,485,,464,,"FLORIDA
(28.915325, -81.922409)",
MOUNTAIN,2017,44,8,,3,,11,,193,,81,,2,,2,,4,,70,,63,,,
NEW HAMPSHIRE,2017,44,,-,0,,1,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
E.S. CENTRAL,2017,44,,-,1,,5,,38,,33,,,-,10,,19,,424,,414,,,
MID. ATLANTIC,2017,44,10,,5,,13,,271,,211,,,-,4,,11,,149,,173,,,
